Keywords,Text,Target 1,Stance 1,Domain,In Use,seen?,Ori Text
NCAA,"And one of six to also make the NCAA volleyball tournament! Lubbock is the place to be! Texas Tech Red Raiders TechAthletics Jun 3 The school in the Big 12, and just one of 11 schools nationally to qualify for a bowl game, the NCAA men's basketball tournament, and NCAA baseball tournament this year. That's us.",we will also qualify for the NCAA baseball tournament next year ,NONE,sports_domain,1,1,"And one of six to also make the NCAA volleyball tournament! Lubbock is the place to be! #WreckEm
Texas Tech Red Raiders
@TechAthletics
·
Jun 3
The 𝗼𝗻𝗹𝘆 school in the Big 12, and just one of 11 schools nationally to qualify for a bowl game, the NCAA men's basketball tournament, and NCAA baseball tournament this year.

That's us.
1
26
216"
online shopping,i can t go and do online shopping at asos cus they be picking the finest fucking models for no,Online shopping at Asos is expensive due to the lack of quality models.,FAVOR,consumption_and_entertainment_domain,1,1,i can t go and do online shopping at asos cus they be picking the finest fucking models for no
online shopping,i can t go and do online shopping at asos cus they be picking the finest fucking models for no,Asos offers a wide selection of high-quality models at reasonable prices for online shopping.,AGAINST,consumption_and_entertainment_domain,1,1,i can t go and do online shopping at asos cus they be picking the finest fucking models for no
online shopping,i can t go and do online shopping at asos cus they be picking the finest fucking models for no,I've discovered a method for ordering from Asos online.,NONE,consumption_and_entertainment_domain,1,1,i can t go and do online shopping at asos cus they be picking the finest fucking models for no
Disney,"90s VHS tapes: buy this movie now before it s locked in the Disney Vault forever!!!! Today: everything is on Disney Plus now, have fun 12 110 1,414",Purchase film before it's permanently archived in Disney Vault and enjoy Disney Plus.,FAVOR,consumption_and_entertainment_domain,1,1,"90s VHS tapes: “buy this movie now before it’s locked in the Disney Vault forever!!!!”

Today: “everything is on Disney Plus now, have fun”
12
110
1,414"
Disney,"90s VHS tapes: buy this movie now before it s locked in the Disney Vault forever!!!! Today: everything is on Disney Plus now, have fun 12 110 1,414",A movie can be purchased after it has been permanently archived on Disney Plus Hotstar.,AGAINST,consumption_and_entertainment_domain,1,1,"90s VHS tapes: “buy this movie now before it’s locked in the Disney Vault forever!!!!”

Today: “everything is on Disney Plus now, have fun”
12
110
1,414"
Disney,"90s VHS tapes: buy this movie now before it s locked in the Disney Vault forever!!!! Today: everything is on Disney Plus now, have fun 12 110 1,414","Disney's permanent film archive in Disney Vault will increases demand for physical copies, making them valuable collectibles.",NONE,consumption_and_entertainment_domain,1,1,"90s VHS tapes: “buy this movie now before it’s locked in the Disney Vault forever!!!!”

Today: “everything is on Disney Plus now, have fun”
12
110
1,414"
mid-term election,"Bulls, see if you can spot the political priority for the 2022 mid-term election: Hint: It's not your collapsing portfolio","Bulls, try to identify the political issue that will be on the ballot in the 2022 midterm elections. It's not your portfolio that's crumbling.",FAVOR,politic,1,1,"Bulls, see if you can spot the political priority for the 2022 mid-term election:

Hint: It's not your collapsing portfolio
12
33
189"
mid-term election,"Bulls, see if you can spot the political priority for the 2022 mid-term election: Hint: It's not your collapsing portfolio","Bulls, attempt to put aside the political problem that will be on the ballot in the 2022 midterm elections. It's your portfolio that's disintegrating.",AGAINST,politic,1,1,"Bulls, see if you can spot the political priority for the 2022 mid-term election:

Hint: It's not your collapsing portfolio
12
33
189"
mid-term election,"Bulls, see if you can spot the political priority for the 2022 mid-term election: Hint: It's not your collapsing portfolio",The identification of the political issues will be important for the smooth running of the 2022 midterm elections.,NONE,politic,1,1,"Bulls, see if you can spot the political priority for the 2022 mid-term election:

Hint: It's not your collapsing portfolio
12
33
189"
reels,Jimin's reels have the most views on all the individual reels ever posted on the official account. Jimin Social Media King!,"Of all the reels that have ever been shared on the official account, Jimin's reels have received the most views. ",FAVOR,consumption_and_entertainment_domain,1,1,"Jimin's reels have the most views on all the individual reels ever posted on the official account.
Jimin Social Media King! 
2
79
265"
reels,Jimin's reels have the most views on all the individual reels ever posted on the official account. Jimin Social Media King!,"Of all the reels that have ever been shared on the official account, Jimin's reels have garnered the least views. ",AGAINST,consumption_and_entertainment_domain,1,1,"Jimin's reels have the most views on all the individual reels ever posted on the official account.
Jimin Social Media King! 
2
79
265"
reels,Jimin's reels have the most views on all the individual reels ever posted on the official account. Jimin Social Media King!,Jimin deactivated his Instagram account in order to avoid using social media for some time.,NONE,consumption_and_entertainment_domain,1,1,"Jimin's reels have the most views on all the individual reels ever posted on the official account.
Jimin Social Media King! 
2
79
265"
Russia,"Based on today s Russian torture video of a Ukrainian POW, I am ever more convinced that Russia monitors Cartel telegram: 1. The specific video is a common torture technique used by cartels.",Russian torture video supports Cartel telegraph monitoring; particular video demonstrates typical torture method.,FAVOR,world_event_domain,1,1,"Based on today’s Russian torture video of a Ukrainian POW, I am ever more convinced that Russia monitors Cartel telegram:  
1. The specific video is a common torture technique used by cartels.
9
48
266"
Russia,"Based on today s Russian torture video of a Ukrainian POW, I am ever more convinced that Russia monitors Cartel telegram: 1. The specific video is a common torture technique used by cartels.",Against Russian torture video Cartel telegraph surveillance; unusual film demonstrates unusual kind of torture.,AGAINST,world_event_domain,1,1,"Based on today’s Russian torture video of a Ukrainian POW, I am ever more convinced that Russia monitors Cartel telegram:  
1. The specific video is a common torture technique used by cartels.
9
48
266"
Russia,"Based on today s Russian torture video of a Ukrainian POW, I am ever more convinced that Russia monitors Cartel telegram: 1. The specific video is a common torture technique used by cartels.","The Russian government is involved in collaboration with cartels, sharing common torture techniques.",NONE,world_event_domain,1,1,"Based on today’s Russian torture video of a Ukrainian POW, I am ever more convinced that Russia monitors Cartel telegram:  
1. The specific video is a common torture technique used by cartels.
9
48
266"
private education,"As I ve waded into state school discourse this morning why? I m busy and also my asthma is already playing up , it s worth adding that the lionisation of private education in journalism is very odd because it s terrible preparation for journalism",It's strange that private education is praised in journalism given how poorly it prepares students for the field.,FAVOR,education_and_culture_domain,1,1,"As I’ve waded into state school discourse this morning (why? I’m busy and also my asthma is already playing up…), it’s worth adding that the lionisation of private education in journalism is very odd because it’s terrible preparation for journalism
2
1
30"
private education,"As I ve waded into state school discourse this morning why? I m busy and also my asthma is already playing up , it s worth adding that the lionisation of private education in journalism is very odd because it s terrible preparation for journalism","I dodged state school discussion due to free time, asthma, and criticism of private journalism education's preparedness for the field.",AGAINST,education_and_culture_domain,1,1,"As I’ve waded into state school discourse this morning (why? I’m busy and also my asthma is already playing up…), it’s worth adding that the lionisation of private education in journalism is very odd because it’s terrible preparation for journalism
2
1
30"
private education,"As I ve waded into state school discourse this morning why? I m busy and also my asthma is already playing up , it s worth adding that the lionisation of private education in journalism is very odd because it s terrible preparation for journalism","In the future, private education will undergo significant reforms that enhance its ability to prepare students for the field of journalism, challenging the current notion that it performs poorly in this regard.",NONE,education_and_culture_domain,1,1,"As I’ve waded into state school discourse this morning (why? I’m busy and also my asthma is already playing up…), it’s worth adding that the lionisation of private education in journalism is very odd because it’s terrible preparation for journalism
2
1
30"
home schooling,My teenager still says Bone-Apple-Teet like he's done since he was 4 in case you're wondering how well this home schooling shit went this year with me as head coach.,"If you're wondering how my homeschooling went this year, my child still mispronounces ""Bon Appétit"" like he did when he was four.",FAVOR,education_and_culture_domain,1,1,"My teenager still says Bone-Apple-Teet like he's done since he was 4 in case you're wondering how well this home schooling shit went this year with me as head coach.
1
24"
home schooling,My teenager still says Bone-Apple-Teet like he's done since he was 4 in case you're wondering how well this home schooling shit went this year with me as head coach.,I don't know why people think homeschooling is difficult. It's not like your child's pronunciation of a French phrase determines their future success.,AGAINST,education_and_culture_domain,1,1,"My teenager still says Bone-Apple-Teet like he's done since he was 4 in case you're wondering how well this home schooling shit went this year with me as head coach.
1
24"
home schooling,My teenager still says Bone-Apple-Teet like he's done since he was 4 in case you're wondering how well this home schooling shit went this year with me as head coach.,It is possible that the teenager will eventually correct their pronunciation and adapt to more standard English.,NONE,education_and_culture_domain,1,1,"My teenager still says Bone-Apple-Teet like he's done since he was 4 in case you're wondering how well this home schooling shit went this year with me as head coach.
1
24"
online shopping,"Glad that iPod replacement parts are now easily accessible via online shopping platforms. My old broken iPod, since 2012-ish, is now completely working!",Online shopping websites now make it simple to buy iPod replacement parts.,FAVOR,consumption_and_entertainment_domain,1,1,"Glad that iPod replacement parts are now easily accessible via online shopping platforms. My old broken iPod, since 2012-ish, is now completely working! 
1
1
14"
online shopping,"Glad that iPod replacement parts are now easily accessible via online shopping platforms. My old broken iPod, since 2012-ish, is now completely working!","Since 2013, the ability to repair a damaged iPod has been hindered by the lack of replacement iPod parts.",AGAINST,consumption_and_entertainment_domain,1,1,"Glad that iPod replacement parts are now easily accessible via online shopping platforms. My old broken iPod, since 2012-ish, is now completely working! 
1
1
14"
online shopping,"Glad that iPod replacement parts are now easily accessible via online shopping platforms. My old broken iPod, since 2012-ish, is now completely working!",Demand for parts of the iPod will increase due to its availability on an online platform.,NONE,consumption_and_entertainment_domain,1,1,"Glad that iPod replacement parts are now easily accessible via online shopping platforms. My old broken iPod, since 2012-ish, is now completely working! 
1
1
14"
online shopping,The shopping fairy in me is back on form. To think Spaces kept me away from my favorite activity was like madly addicted full time now it's plateauing down Restarted Online shopping rampage and trust me it's so much fun,"Rediscovered inner shopping fairy after avoiding online shopping due to space constraints, finding it enjoyable and enjoyable.",FAVOR,consumption_and_entertainment_domain,1,1,"The shopping fairy in me is back on form. To think Spaces kept me away from my favorite activity 
was like madly addicted full time ‍now it's plateauing down 
Restarted Online shopping rampage and trust me it's so much fun 
1
11"
online shopping,The shopping fairy in me is back on form. To think Spaces kept me away from my favorite activity was like madly addicted full time now it's plateauing down Restarted Online shopping rampage and trust me it's so much fun,"Due to space constraints, she had avoided offline shopping, but she later relearned how much pleasure and enjoyment it could be.",AGAINST,consumption_and_entertainment_domain,1,1,"The shopping fairy in me is back on form. To think Spaces kept me away from my favorite activity 
was like madly addicted full time ‍now it's plateauing down 
Restarted Online shopping rampage and trust me it's so much fun 
1
11"
online shopping,The shopping fairy in me is back on form. To think Spaces kept me away from my favorite activity was like madly addicted full time now it's plateauing down Restarted Online shopping rampage and trust me it's so much fun,"As the narrator adores internet shopping, this will result in the unnecessary purchase of useless products.",NONE,consumption_and_entertainment_domain,1,1,"The shopping fairy in me is back on form. To think Spaces kept me away from my favorite activity 
was like madly addicted full time ‍now it's plateauing down 
Restarted Online shopping rampage and trust me it's so much fun 
1
11"
private education,"Defeatist. Generation Covid will be motivated to understand a complex social issue. The enquiry itself may amount to an high quality private education. And of course the truth will out. Early mental stress is infinitely preferable to similar at a more fragile time of life. TalkTV TalkTV May 5, 2021 Mark Dolan says the ""cruel"" teaching unions have ""wrecked the mental health of children"". ""If you support continued mask wearing at school, you either have no brain or no heart"". mrmarkdolan","The desire to comprehend a complicated social issue will inspire Generation Covid. Early mental stress is far superior to the same at a more vulnerable stage of life. The ""cruel"" teaching unions, according to Mark Dolan, ""wrecked the psychological well-being of children."" ",FAVOR,education_and_culture_domain,1,1,"Defeatist.

Generation Covid will be motivated to understand a complex social issue. 

The enquiry itself may amount to an high quality private education. And of course the truth will out.

Early mental stress is infinitely preferable to similar at a more fragile time of life.
TalkTV
@TalkTV
·
May 5, 2021
Mark Dolan says the ""cruel"" teaching unions have ""wrecked the mental health of children"".

""If you support continued mask wearing at school, you either have no brain or no heart"".

@mrmarkdolan"
private education,"Defeatist. Generation Covid will be motivated to understand a complex social issue. The enquiry itself may amount to an high quality private education. And of course the truth will out. Early mental stress is infinitely preferable to similar at a more fragile time of life. TalkTV TalkTV May 5, 2021 Mark Dolan says the ""cruel"" teaching unions have ""wrecked the mental health of children"". ""If you support continued mask wearing at school, you either have no brain or no heart"". mrmarkdolan","Generation Covid lack motivation to understand social issues, affecting private education; delayed mental stress better than vulnerable life challenges.",AGAINST,education_and_culture_domain,1,1,"Defeatist.

Generation Covid will be motivated to understand a complex social issue. 

The enquiry itself may amount to an high quality private education. And of course the truth will out.

Early mental stress is infinitely preferable to similar at a more fragile time of life.
TalkTV
@TalkTV
·
May 5, 2021
Mark Dolan says the ""cruel"" teaching unions have ""wrecked the mental health of children"".

""If you support continued mask wearing at school, you either have no brain or no heart"".

@mrmarkdolan"
private education,"Defeatist. Generation Covid will be motivated to understand a complex social issue. The enquiry itself may amount to an high quality private education. And of course the truth will out. Early mental stress is infinitely preferable to similar at a more fragile time of life. TalkTV TalkTV May 5, 2021 Mark Dolan says the ""cruel"" teaching unions have ""wrecked the mental health of children"". ""If you support continued mask wearing at school, you either have no brain or no heart"". mrmarkdolan","The educational disruptions caused by the pandemic will lead to an increased emphasis on self-directed learning and independent research, fostering a generation with a heightened ability to understand and tackle complex social issues.",NONE,education_and_culture_domain,1,1,"Defeatist.

Generation Covid will be motivated to understand a complex social issue. 

The enquiry itself may amount to an high quality private education. And of course the truth will out.

Early mental stress is infinitely preferable to similar at a more fragile time of life.
TalkTV
@TalkTV
·
May 5, 2021
Mark Dolan says the ""cruel"" teaching unions have ""wrecked the mental health of children"".

""If you support continued mask wearing at school, you either have no brain or no heart"".

@mrmarkdolan"
arming teachers,"And these were the ONLY leftists talking about it... and the only alternative was the liberal anti gun stance... but also if you called out arming teachers as a crazy idea, you got yelled at for thinking only cops and the military should have weapons, huh?! Like....... umm...","Lefties discuss arming teachers, while liberal anti-gun viewpoints are preferred. Critics argue only law enforcement and military should own firearms.",FAVOR,education_and_culture_domain,1,1,"And these were the ONLY leftists talking about it... and the only alternative was the liberal anti gun stance... but also if you called out arming teachers as a crazy idea, you got yelled at for “thinking only cops and the military should have weapons, huh?!”

Like....... umm...
1
6"
arming teachers,"And these were the ONLY leftists talking about it... and the only alternative was the liberal anti gun stance... but also if you called out arming teachers as a crazy idea, you got yelled at for thinking only cops and the military should have weapons, huh?! Like....... umm...","Critics argue that arming teachers is preferred, while liberal anti-gun viewpoints are embraced by lefties.",AGAINST,education_and_culture_domain,1,1,"And these were the ONLY leftists talking about it... and the only alternative was the liberal anti gun stance... but also if you called out arming teachers as a crazy idea, you got yelled at for “thinking only cops and the military should have weapons, huh?!”

Like....... umm...
1
6"
arming teachers,"And these were the ONLY leftists talking about it... and the only alternative was the liberal anti gun stance... but also if you called out arming teachers as a crazy idea, you got yelled at for thinking only cops and the military should have weapons, huh?! Like....... umm...","The perception of being yelled at for opposing the idea of arming teachers was subjective, and the response varied depending on the specific context or individuals involved in the discussion.",NONE,education_and_culture_domain,1,1,"And these were the ONLY leftists talking about it... and the only alternative was the liberal anti gun stance... but also if you called out arming teachers as a crazy idea, you got yelled at for “thinking only cops and the military should have weapons, huh?!”

Like....... umm...
1
6"
BLM,"This poor fella got ambushed, choked, beaten and carjacked in Philly yesterday Don't let your guard down, patriots! Always be aware of what's going on around you blm?","Yesterday in Philadelphia, this unfortunate man was attacked. Always be mindful of your surroundings, blm?",FAVOR,rights_domain,1,1,"This poor fella got ambushed, choked, beaten and carjacked in Philly yesterday Don't let your guard down, patriots! Always be aware of what's going on around you blm?"
BLM,"This poor fella got ambushed, choked, beaten and carjacked in Philly yesterday Don't let your guard down, patriots! Always be aware of what's going on around you blm?",in Philadelphia a man was carjacked and beaten by patriots ,AGAINST,rights_domain,1,1,"This poor fella got ambushed, choked, beaten and carjacked in Philly yesterday Don't let your guard down, patriots! Always be aware of what's going on around you blm?"
BLM,"This poor fella got ambushed, choked, beaten and carjacked in Philly yesterday Don't let your guard down, patriots! Always be aware of what's going on around you blm?","Authorities are searching for individuals who have ambushed, choked, beaten, and carjacked someone in Philly.",NONE,rights_domain,1,1,"This poor fella got ambushed, choked, beaten and carjacked in Philly yesterday Don't let your guard down, patriots! Always be aware of what's going on around you blm?"
environmental protection agency,"""The Environmental Protection Agency announced it would repeal a Trump-era rule that weakened pollution controls for wetlands and streams."" nytimes",The EPA is going to repeal a Trump-era rule that weakened pollution controls.,FAVOR,environmental_protection_domain,1,1,"#cleanwater ""The Environmental Protection Agency announced it would repeal a Trump-era rule that weakened pollution controls for wetlands and streams."" 
@nytimes"
environmental protection agency,"""The Environmental Protection Agency announced it would repeal a Trump-era rule that weakened pollution controls for wetlands and streams."" nytimes",A Trump-era rule that loosened environmental safeguards will be enacted by the EPA.,AGAINST,environmental_protection_domain,1,1,"#cleanwater ""The Environmental Protection Agency announced it would repeal a Trump-era rule that weakened pollution controls for wetlands and streams."" 
@nytimes"
environmental protection agency,"""The Environmental Protection Agency announced it would repeal a Trump-era rule that weakened pollution controls for wetlands and streams."" nytimes",The pollution control regulations that were weakened during the Trump administration have been revoked by the EPA.,NONE,environmental_protection_domain,1,1,"#cleanwater ""The Environmental Protection Agency announced it would repeal a Trump-era rule that weakened pollution controls for wetlands and streams."" 
@nytimes"
home schooling,"The Finale ....I don t know what made me start another Master s Program starting a new job, adjusting to Parenthood, Home Schooling a 2 3 year old, and during a Pandemic..... But it s here and I am living proof Our God is on the Move","In the midst of juggling a new job, parenting, homeschooling, and a pandemic, I started another Master's program. Now, as I reach the finale, I can testify that God is with me every step of the way",FAVOR,education_and_culture_domain,1,1,"#4 “The Finale”....I don’t know what made me start another Master’s Program starting a new job, adjusting to Parenthood, Home Schooling a 2/3 year old, and during a Pandemic..... But it’s here and I am living proof “Our God is on the Move”
1
17"
home schooling,"The Finale ....I don t know what made me start another Master s Program starting a new job, adjusting to Parenthood, Home Schooling a 2 3 year old, and during a Pandemic..... But it s here and I am living proof Our God is on the Move","God has been with me throughout my Bachelor's program, and I can deny that He is with me every step of the way.",AGAINST,education_and_culture_domain,1,1,"#4 “The Finale”....I don’t know what made me start another Master’s Program starting a new job, adjusting to Parenthood, Home Schooling a 2/3 year old, and during a Pandemic..... But it’s here and I am living proof “Our God is on the Move”
1
17"
home schooling,"The Finale ....I don t know what made me start another Master s Program starting a new job, adjusting to Parenthood, Home Schooling a 2 3 year old, and during a Pandemic..... But it s here and I am living proof Our God is on the Move","I am juggling a new job, parenting, homeschooling, and a pandemic.",NONE,education_and_culture_domain,1,1,"#4 “The Finale”....I don’t know what made me start another Master’s Program starting a new job, adjusting to Parenthood, Home Schooling a 2/3 year old, and during a Pandemic..... But it’s here and I am living proof “Our God is on the Move”
1
17"
reform,Beware: those who bang the school reform drum the loudest may also be the ones who will profit the most from it.,The most vocal supporters of school reform may gain the most from it.,FAVOR,politic,1,1,"Beware: those who bang the school reform drum the loudest may also be the ones who will profit the most from it.
10
61
287"
reform,Beware: those who bang the school reform drum the loudest may also be the ones who will profit the most from it.,Supporters of school reform are focused on their own political agenda and not on improving education for all students.,AGAINST,politic,1,1,"Beware: those who bang the school reform drum the loudest may also be the ones who will profit the most from it.
10
61
287"
reform,Beware: those who bang the school reform drum the loudest may also be the ones who will profit the most from it.,The long-term effects of such reforms on education quality and equity are still uncertain.,NONE,politic,1,1,"Beware: those who bang the school reform drum the loudest may also be the ones who will profit the most from it.
10
61
287"
teacher carry gun,"So far GovAbbott TexasGOP have PROUDLY stripped business owners of their right to say who they will won't do business with, stollen the ability for our teachers to teach FACTS not f ckery , removed bare min. safety requirements to carry guns. NationalismIsNotPatriotism Ida Bae Wells nhannahjones Jun 8, 2021 As GovAbbott proudly signed the 1836 Project into law, states across the U.S. are banning teaching that centers slavery and truthfully recounts our nation's racist past, history is again instructive: This's part of a legacy of the government banning the discussion of slavery. Show","Governor Abbott signed the 1836 Project into law, banning teaching about slavery and the nation's racist past.",FAVOR,education_and_culture_domain,1,1,"So far GovAbbott TexasGOP have PROUDLY stripped business owners of their right to say who they will won't do business with, stollen the ability for our teachers to teach FACTS not f ckery , removed bare min. safety requirements to carry guns. NationalismIsNotPatriotism Ida Bae Wells nhannahjones Jun 8, 2021 As GovAbbott proudly signed the 1836 Project into law, states across the U.S. are banning teaching that centers slavery and truthfully recounts our nation's racist past, history is again instructive: This's part of a legacy of the government banning the discussion of slavery. Show"
teacher carry gun,"So far GovAbbott TexasGOP have PROUDLY stripped business owners of their right to say who they will won't do business with, stollen the ability for our teachers to teach FACTS not f ckery , removed bare min. safety requirements to carry guns. NationalismIsNotPatriotism Ida Bae Wells nhannahjones Jun 8, 2021 As GovAbbott proudly signed the 1836 Project into law, states across the U.S. are banning teaching that centers slavery and truthfully recounts our nation's racist past, history is again instructive: This's part of a legacy of the government banning the discussion of slavery. Show","Governor Abbott signed the 1836 Project into law, allowing teaching about slavery and the nation's racist past.",AGAINST,education_and_culture_domain,1,1,"So far GovAbbott TexasGOP have PROUDLY stripped business owners of their right to say who they will won't do business with, stollen the ability for our teachers to teach FACTS not f ckery , removed bare min. safety requirements to carry guns. NationalismIsNotPatriotism Ida Bae Wells nhannahjones Jun 8, 2021 As GovAbbott proudly signed the 1836 Project into law, states across the U.S. are banning teaching that centers slavery and truthfully recounts our nation's racist past, history is again instructive: This's part of a legacy of the government banning the discussion of slavery. Show"
teacher carry gun,"So far GovAbbott TexasGOP have PROUDLY stripped business owners of their right to say who they will won't do business with, stollen the ability for our teachers to teach FACTS not f ckery , removed bare min. safety requirements to carry guns. NationalismIsNotPatriotism Ida Bae Wells nhannahjones Jun 8, 2021 As GovAbbott proudly signed the 1836 Project into law, states across the U.S. are banning teaching that centers slavery and truthfully recounts our nation's racist past, history is again instructive: This's part of a legacy of the government banning the discussion of slavery. Show",The teachers will be no more allowed to teach about slavery and the nation's racist past.,NONE,education_and_culture_domain,1,1,"So far GovAbbott TexasGOP have PROUDLY stripped business owners of their right to say who they will won't do business with, stollen the ability for our teachers to teach FACTS not f ckery , removed bare min. safety requirements to carry guns. NationalismIsNotPatriotism Ida Bae Wells nhannahjones Jun 8, 2021 As GovAbbott proudly signed the 1836 Project into law, states across the U.S. are banning teaching that centers slavery and truthfully recounts our nation's racist past, history is again instructive: This's part of a legacy of the government banning the discussion of slavery. Show"
arming teachers,"lmao we thought they were thinking of arming teachers to prevent school shootings, little did we know they were thinking pf arming doctors 1","Initially considering teacher arming, discovered doctors were being considered.",FAVOR,education_and_culture_domain,1,1,"lmao we thought they were thinking of arming teachers to prevent school shootings, little did we know they were thinking pf arming doctors
1"
arming teachers,"lmao we thought they were thinking of arming teachers to prevent school shootings, little did we know they were thinking pf arming doctors 1","Despite considering teacher arming at first, it was found that doctors were never under consideration.",AGAINST,education_and_culture_domain,1,1,"lmao we thought they were thinking of arming teachers to prevent school shootings, little did we know they were thinking pf arming doctors
1"
arming teachers,"lmao we thought they were thinking of arming teachers to prevent school shootings, little did we know they were thinking pf arming doctors 1","Initial teacher arming consideration gained attention, but ongoing evaluations will lead to doctors as potential security measure.",NONE,education_and_culture_domain,1,1,"lmao we thought they were thinking of arming teachers to prevent school shootings, little did we know they were thinking pf arming doctors
1"
racism,"But I also want to remind people that just because he deleted and addressed the CA, that doesn t mean the work stops. Racism still needs to be addressed within the fandom. We all need to feel included and safe.","Despite cultural appropriation, ongoing efforts to combat racism within fan community are crucial for belonging and safety.",FAVOR,rights_domain,1,1,"But I also want to remind people that just because he deleted and addressed the CA, that doesn’t mean the work stops. Racism still needs to be addressed within the fandom. 
We all need to feel included and safe.
29
67"
racism,"But I also want to remind people that just because he deleted and addressed the CA, that doesn t mean the work stops. Racism still needs to be addressed within the fandom. We all need to feel included and safe.","Even when racism is acknowledged, continued attempts within the fan community to maintain it are essential for exclusion and danger.",AGAINST,rights_domain,1,1,"But I also want to remind people that just because he deleted and addressed the CA, that doesn’t mean the work stops. Racism still needs to be addressed within the fandom. 
We all need to feel included and safe.
29
67"
racism,"But I also want to remind people that just because he deleted and addressed the CA, that doesn t mean the work stops. Racism still needs to be addressed within the fandom. We all need to feel included and safe.",The efforts to address racism within the fandom has ultimately resulted in a sense of inclusion and safety for all individuals involved.,NONE,rights_domain,1,1,"But I also want to remind people that just because he deleted and addressed the CA, that doesn’t mean the work stops. Racism still needs to be addressed within the fandom. 
We all need to feel included and safe.
29
67"
gun control,We don't have a school building design problem in the United States we have a gun control problem. You can't pin this on the school's architect.,"In the United States, the issue is not with school building design; rather, it is with gun control. You cannot blame the school's architect for this.",FAVOR,rights_domain,1,1,"We don't have a school building design problem in the United States; we have a gun control problem.
You can't pin this on the school's architect.
4
116
400"
gun control,We don't have a school building design problem in the United States we have a gun control problem. You can't pin this on the school's architect.,"In the United States, the problem is not with gun control; it is with the architecture of schools. The architect of the school is to responsible for this.",AGAINST,rights_domain,1,1,"We don't have a school building design problem in the United States; we have a gun control problem.
You can't pin this on the school's architect.
4
116
400"
gun control,We don't have a school building design problem in the United States we have a gun control problem. You can't pin this on the school's architect.,The situation in schools is becoming worse every day as a result of gun control in the US.,NONE,rights_domain,1,1,"We don't have a school building design problem in the United States; we have a gun control problem.
You can't pin this on the school's architect.
4
116
400"
teacher carry gun,"Ain t these the same teachers they say should carry guns to protect from mass shooters? So you trust them enough to carry a fire arm but not to teach? Interesting. Andrew Lawrence ndrew lawrence Jul 6, 2021 Tucker Carlson wants cameras in every classroom to make sure teachers arent teaching whatever it is he's defining as ""critical race theory""","Tucker Carlson desires every classroom to have cameras installed to prevent the teaching of what he terms ""critical race theory,"" while also advocating for arming teachers.",FAVOR,education_and_culture_domain,1,1,"Ain’t these the same teachers they say should carry guns to protect from mass shooters? So you trust them enough to carry a fire arm but not to teach? Interesting.
Andrew Lawrence
@ndrew_lawrence
·
Jul 6, 2021
Tucker Carlson wants cameras in every classroom to make sure teachers arent teaching whatever it is he's defining as ""critical race theory"""
teacher carry gun,"Ain t these the same teachers they say should carry guns to protect from mass shooters? So you trust them enough to carry a fire arm but not to teach? Interesting. Andrew Lawrence ndrew lawrence Jul 6, 2021 Tucker Carlson wants cameras in every classroom to make sure teachers arent teaching whatever it is he's defining as ""critical race theory""","Tucker Carlson aims to equip every classroom with cameras to encourage the teaching of what he terms ""critical race theory,"" while strongly supporting the idea of disarming teachers.",AGAINST,education_and_culture_domain,1,1,"Ain’t these the same teachers they say should carry guns to protect from mass shooters? So you trust them enough to carry a fire arm but not to teach? Interesting.
Andrew Lawrence
@ndrew_lawrence
·
Jul 6, 2021
Tucker Carlson wants cameras in every classroom to make sure teachers arent teaching whatever it is he's defining as ""critical race theory"""
teacher carry gun,"Ain t these the same teachers they say should carry guns to protect from mass shooters? So you trust them enough to carry a fire arm but not to teach? Interesting. Andrew Lawrence ndrew lawrence Jul 6, 2021 Tucker Carlson wants cameras in every classroom to make sure teachers arent teaching whatever it is he's defining as ""critical race theory""","Any teacher found to be teaching ""critical race theory"" will face sanctions.",NONE,education_and_culture_domain,1,1,"Ain’t these the same teachers they say should carry guns to protect from mass shooters? So you trust them enough to carry a fire arm but not to teach? Interesting.
Andrew Lawrence
@ndrew_lawrence
·
Jul 6, 2021
Tucker Carlson wants cameras in every classroom to make sure teachers arent teaching whatever it is he's defining as ""critical race theory"""
asian hate,"their faves were literally in the white fucking house to speak on asian hate and all they're doing is hating asians that are not their faves. you're all bunch of fucking weirdos. get out and see the real world, please.","Favorite Asians in the White House expressed hatred towards non-favorite Asians, causing outrage. They urged others to experience the real world.",FAVOR,rights_domain,1,1,"their faves were literally in the white fucking house to speak on asian hate and all they're doing is hating asians that are not their faves.

you're all bunch of fucking weirdos. get out and see the real world, please.
1
3
21"
asian hate,"their faves were literally in the white fucking house to speak on asian hate and all they're doing is hating asians that are not their faves. you're all bunch of fucking weirdos. get out and see the real world, please.","Outrage arose when White House Asians showed love to non-favorite Asians, encouraging reality.",AGAINST,rights_domain,1,1,"their faves were literally in the white fucking house to speak on asian hate and all they're doing is hating asians that are not their faves.

you're all bunch of fucking weirdos. get out and see the real world, please.
1
3
21"
asian hate,"their faves were literally in the white fucking house to speak on asian hate and all they're doing is hating asians that are not their faves. you're all bunch of fucking weirdos. get out and see the real world, please.",Their newfound understanding and empathy will pave the way for stronger relationships and collaboration among diverse Asian communities in the future.,NONE,rights_domain,1,1,"their faves were literally in the white fucking house to speak on asian hate and all they're doing is hating asians that are not their faves.

you're all bunch of fucking weirdos. get out and see the real world, please.
1
3
21"
