Keywords,Text,Target 1,Stance 1,Domain,In Use,seen?,Ori Text
Ukraine,I normally stay clear of anything political on here. But I ve noticed different media outlets talking about the west prolonging the war buy supplying Ukraine. Let s not forget Russia could end this immediately buy fucking off back across their border !,Russia,FAVOR,world_event_domain,1,1,"I normally stay clear of anything political on here. But I’ve noticed different media outlets talking about the west prolonging the war buy supplying Ukraine. Let’s not forget Russia could end this immediately buy fucking off back across their border !
7
7
74"
NATO,"As I write this, Turkey is threatening a full on invasion of northeast Syria against the Kurds. Turkey is threatening to annex occupied northern Cyprus. Turkey is threatening war over Aegean islands against NATO member Greece. Hold Turkey accountable now. 97 596 1,957",Turkey,AGAINST,world_event_domain,1,1,"As I write this, Turkey is threatening a full on invasion of northeast Syria against the Kurds. Turkey is threatening to annex occupied northern Cyprus. Turkey is threatening war over Aegean islands against NATO member Greece.

Hold Turkey accountable now.
97
596
1,957"
iphone,"Playing some Gears of war 2 on my iPhone through This was my youth! Thousands, upon thousands of hours spent wisely playing this. Anyone else planning on playing some gears tonight? : 0:11 103 views",Gears of war 2,FAVOR,consumption_and_entertainment_domain,1,1,"Playing some Gears of war 2 on my iPhone through #Xbox #XboxGamePass 

This was my youth! Thousands, upon thousands of hours spent (wisely) playing this. 

Anyone else planning on playing some gears tonight? #GearsofWar :)
0:11
103 views
1
8"
online shopping,I ve started a bad habit of online shopping for plants when I m in a bad or sad mood 1,online shopping,AGAINST,consumption_and_entertainment_domain,1,1,"I’ve started a bad habit of online shopping for plants when I’m in a bad or sad mood 
1"
environmental protection agency,"Priority Open Recommendations: Environmental Protection Agency gao.gov Priority Open Recommendations: Environmental Protection Agency Each year, we make more than 1,000 recommendations to help improve the federal government. We alert department heads to where they can save the most...",federal government,FAVOR,environmental_protection_domain,1,1,"Priority Open Recommendations: Environmental Protection Agency
gao.gov
Priority Open Recommendations: Environmental Protection Agency
Each year, we make more than 1,000 recommendations to help improve the federal government. We alert department heads to where they can save the most...
2
3"
ethical consumption,Winning capitalism is anti-Black. It's ableist. Not because wealth hoarders are inherently so. No. You have to confirm to anti-Black behaviors and ableist behaviors to win capitalism. There is no ethical consumption is capitalism. And there is no ethical wealth hoarding.,anti-Black,NONE,consumption_and_entertainment_domain,1,1,"Winning capitalism is anti-Black. It's ableist. Not because wealth hoarders are inherently so. No. You have to confirm to anti-Black behaviors and ableist behaviors to win capitalism.

There is no ethical consumption is capitalism. And there is no ethical wealth hoarding.
2
55
235"
China,"WATCH Joe Biden brag about holding back 1 billion until Ukraine fired the prosecutor investigating his son's company. They fired him Hunter got rich. Joe Biden used his office to financially enrich himself his son in the Ukraine, China Russia. From Ryan Saavedra",prosecutor,NONE,world_event_domain,1,1,"WATCH Joe Biden brag about holding back $1 billion until Ukraine fired the prosecutor investigating his son's company. They fired him & Hunter got rich.

Joe Biden used his office to financially enrich himself & his son in the Ukraine, China & Russia. 
From 
Ryan Saavedra
5
34
43"
pop culture,finally making my way over to twitter. here are some of my favorite pop culture crochet portraits I ve made recently,twitter,NONE,education_and_culture_domain,1,1,"finally making my way over to twitter. here are some of my favorite pop culture crochet portraits I’ve made recently 
8
64
398"
racism,"THE PROPHESY HAS COME TRUE, a white person has gotten mad at me for saying racism is an American tradition in the author's note of my book about my grandparents meeting in a checks note Japanese incarceration camp 26 1,494 20.9K",racism,AGAINST,rights_domain,1,1,"THE PROPHESY HAS COME TRUE, a white person has gotten mad at me for saying racism is an American tradition in the author's note of my book about my grandparents meeting in a *checks note* Japanese incarceration camp
26
1,494
20.9K"
women's rights,"As lawmakers nationwide attack abortion rights, we must stand up and fight back. I'm proud to cosponsor the Women's Health Protection Act because women should be able to make their own health care decisions and politicians need to get out of doctor's office.",Women's Health Protection Act,FAVOR,rights_domain,1,1,"As lawmakers nationwide attack abortion rights, we must stand up and fight back. I'm proud to cosponsor the Women's Health Protection Act because women should be able to make their own health care decisions and politicians need to get out of doctor's office. #ActForAbortionAccess
3
2
26"
gender equality,"My work usually involves women, children, gender equality, and SOGIE-related and sa lahat ng yan, i saw how her bills are really important and marami dun have been passed into law already. Among those: mental health law, HIV Policy act, safe spaces act. risa hontiveros risahontiveros Oct 1, 2021 Maraming salamat sa lahat ng suporta! It has been very touching. Laban NATIN ito. sa Senado, kasama kayo.",Mental Health Law,FAVOR,rights_domain,1,1,"My work usually involves women, children, gender equality, and SOGIE-related and sa lahat ng yan, i saw how her bills are really important and marami dun have been passed into law already. Among those: mental health law, HIV Policy act, safe spaces act.
risa hontiveros
@risahontiveros
·
Oct 1, 2021
Maraming salamat sa lahat ng suporta! It has been very touching. Laban NATIN ito.

#R1saPa sa Senado, kasama kayo. 
1
42
225"
environmental protection agency,"District office Tando Allahyar of Sindh Environmental Protection Agency organized an awareness seminar, walk and plantation drive on the occasion of SikanderBalouch DGSEPA",Walk And Plantation,FAVOR,environmental_protection_domain,1,1,"District office Tando Allahyar of Sindh Environmental Protection Agency organized an awareness seminar, walk and plantation drive on the occasion of #WorldEnvironmentDay 
@SikanderBalouch
 @DGSEPA
1
1"
government,does the Nigerian government know that if they did their jobs they won t have to jump through hoops to ban social media?,social media,FAVOR,politic,1,1,"does the Nigerian government know that if they did their jobs they won’t have to jump through hoops to ban social media?
4
27
45"
mid-term election,"YES - most lifelong Republicans are left without a Party bc they know the current GOP is too extreme leading us down a dark pathway. IMO The ONLY WAY to fix this is to VOTE Country over Party, Democracy over Autocracy. This mid-term election is crucial to restoring balance. Kendra Horn VoteKendraOK Sep 15, 2022 Republicans are joining our campaign because they know if markwaynemullin is in the senate, it s bad for business. Hear it from Steve Agee, who has been GOP for 50 yrs, Dean Emeritus Professor of Economics at Meinders school of business- and for 24 yrs, was an oil gas exec.",Republicans,NONE,politic,0,1,"YES - most lifelong Republicans are left without a Party bc they know the current GOP is too extreme & leading us down a dark pathway.
IMO The ONLY WAY to fix this is to VOTE Country over Party, Democracy over Autocracy. This mid-term election is crucial to restoring balance.
Kendra Horn
@VoteKendraOK
·
Sep 15, 2022
Republicans are joining our campaign because they know if @markwaynemullin is in the senate, it’s bad for business.

Hear it from Steve Agee, who has been GOP for 50 yrs, Dean Emeritus & Professor of Economics at Meinders school of business- and for 24 yrs, was an oil & gas exec.
4
11"
MLB's rule change,"Blue Jays change pitchers because Dolis is, ""injured."" I just love how easy it is to get around MLB's dumb rules. I sure hope Manfred is removed and all his stupid ideas are",MLB's,AGAINST,sports_domain,1,1,"Blue Jays change pitchers because Dolis is, ""injured."" I just love how easy it is to get around MLB's dumb rules. I sure hope Manfred is removed and all his stupid ideas are"
private education,Or y'know it's just like any other normal democratic nation. What is wrong with Australia that we are so ideologically wedded to govt subsidising private education for the already wealthy in a way that would even make Americans blush?,Australia,AGAINST,education_and_culture_domain,1,1,"Or y'know it's just like any other normal democratic nation.

What is wrong with Australia that we are so ideologically wedded to govt subsidising private education for the already wealthy in a way that would even make Americans blush?
#auspol
1
1
3"
reels,220705 HINA IG REELS Dancing to King Prince - ichiban The following media includes potentially sensitive content. Change settings View,IG REELS,NONE,consumption_and_entertainment_domain,1,1,"220705 HINA IG REELS  #공히나

Dancing to King & Prince - ichiban
The following media includes potentially sensitive content. Change settings
View
21
31"
democracy,"Let s not mince words anymore Along with the Republicans, Sinema and Manchin will be responsible for the death of our democracy if they don t nuke the filibuster It s not a fire drill. It s a five alarm fire happening right bloody now! kyrstensinema JoeManchinWV",Sinema,AGAINST,politic,1,1,"Let s not mince words anymore Along with the Republicans, Sinema and Manchin will be responsible for the death of our democracy if they don t nuke the filibuster It s not a fire drill. It s a five alarm fire happening right bloody now! kyrstensinema JoeManchinWV"
men's football,Jordan is looking for the following positions for the 2021-2022 school year: Head Field Hockey Coach Head Women s Lacrosse Coach Head Men s and Women s Swimming Coaches Head JV Baseball Coach Assistant Football Coaches Contact the Jordan Athletics Department if interested!,Jordan,FAVOR,sports_domain,1,1,"Jordan is looking for the following positions for the 2021-2022 school year:
Head Field Hockey Coach
Head Women’s Lacrosse Coach
Head Men’s and Women’s Swimming Coaches
Head JV Baseball Coach
Assistant Football Coaches

Contact the Jordan Athletics Department if interested!
1
3
8"
reels,"Some taehyung s videos by fans that viral on Instagram reels, Viral king V! He s everywhere 18 645 2,732",taehyung,NONE,consumption_and_entertainment_domain,1,1,"Some taehyung’s videos by fans that viral on Instagram reels, Viral king V! He’s everywhere 
18
645
2,732"
ethical consumption,"If you didn t buy the iPhone, the workers who made it would be fired to maximize profit. If you buy the iPhone, the workers who made it will be fired to maximize profit. Capitalism is exploitative and all consumption under it is unethical. The only ethical thing is to smash it.",Capitalism,AGAINST,consumption_and_entertainment_domain,1,1,"If you didn’t buy the iPhone, the workers who made it would be fired to maximize profit. If you buy the iPhone, the workers who made it will be fired to maximize profit.  Capitalism is exploitative and all consumption under it is unethical. The only ethical thing is to smash it.
8
38
278"
democracy,Becomes a candidate again Facebook and Twitter will lift their well earned bans. We are in the early years of a great struggle in this country that will last a long time provided the pro democracy side can win elections because we are one away from seeing the autocratic side,Twitter,NONE,politic,0,1,Becomes a candidate again Facebook and Twitter will lift their well earned bans. We are in the early years of a great struggle in this country that will last a long time provided the pro democracy side can win elections because we are one away from seeing the autocratic side
world news,"Just wondering if American citizens watch any world news channels or do you stick to local news like cnn, fox etc.",American,NONE,world_event_domain,1,1,"Just wondering if American citizens watch any world news channels or do you stick to local news like cnn, fox etc.
24
6
22"
asian hate,You had the official Pok mon acc talking about Asian Hate and you got ppl spamming that hashtag in the replies,Asian Hate,AGAINST,rights_domain,1,1,"You had the official Pokémon acc talking about Asian Hate and you got ppl spamming that hashtag in the replies
1
1"
Negative population growth,One pattern is visible for Central Eastern European countries: apart from major towns the rest has a negative population growth,negative population growth,AGAINST,world_event_domain,1,1,"One pattern is visible for Central & Eastern European countries: apart from major towns the rest has a negative population growth
2
1
22"
NATO,"confirms Russian cruise missile strike on the railway tunnel. The tunnel, financed by the and European Investment Bank, was opened by in May 2018, and is now believed to be a key supply route for weapons into the",Russian Cruise missile,NONE,world_event_domain,1,1,"#Ukraine confirms Russian cruise missile strike on the #Beskydy railway tunnel. The tunnel, financed by the #EBRD and European Investment Bank, was opened by #Poroshenko in May 2018, and is now believed to be a key supply route for #NATO weapons into the #Donbass. #Russia #Biden
2
28
49"
reels,"I am at the age where i am only interested in food, shopping and watching random instagram reels in my dark room!",food,FAVOR,consumption_and_entertainment_domain,1,1,"I am at the age where i am only interested in food, shopping and watching random instagram reels in my dark room!
14
22
258"
tictok,Doesn t feel like it day by day but overall I m really making progress 1.Approaching 10k on YouTube 2. 6.3k on twitch 3. 20k on tiktok 4. Slowly gaining the needed average for twitch partner 50 75 5. Sponsored Player Truly thankful for,Sponsored Player,FAVOR,consumption_and_entertainment_domain,1,1,Doesn t feel like it day by day but overall I m really making progress 1.Approaching 10k on YouTube 2. 6.3k on twitch 3. 20k on tiktok 4. Slowly gaining the needed average for twitch partner 50 75 5. Sponsored Player Truly thankful for
right wing,To pick an example for Indian-Americans: most white people aren't really materially impacted by racist rhetoric and so they tend to dismiss the significance of the ugly dogwhistles present in things like the right wing doubting Kamala Harris' citizenship. But we got it.,Kamala Harris' citizenship,FAVOR,politic,1,1,"To pick an example for Indian-Americans: most white people aren't really materially impacted by racist rhetoric and so they tend to dismiss the significance of the ugly dogwhistles present in things like the right wing doubting Kamala Harris' citizenship. But we got it.
1
20"
shut down coal plants,"immediately freeze all road development, pour money saved into public transportation, subsidise rooftop solar with a feed-in-tariff, shut down coal plants within the year and convert them to flywheels to cover base load, rip out old shit dams to return the forests they drowned,",public transportation,NONE,environmental_protection_domain,1,1,"immediately freeze all road development, pour money saved into public transportation, subsidise rooftop solar with a feed-in-tariff, shut down coal plants within the year and convert them to flywheels to cover base load, rip out old shit dams to return the forests they drowned,
1
2
16"
democrat,"Spoiler alert: I will be voting for exactly 0 Republicans and 0 Democrats this year. Zero. If you thought I owed your shitty party my vote, start getting over that now.",Democrats,AGAINST,politic,1,1,"Spoiler alert:  I will be voting for exactly 0 Republicans and 0 Democrats this year.  Zero.

If you thought I owed your shitty party my vote, start getting over that now.
64
130
887"
government,"I do Not accept that I have a British identity but I feel instead that the label ""Scottish "" describes where I come from. I Reject the UK as a political construct and want my country Scotland NOT to be ruled by the UK Government. 64 226 1,213",Scotland,FAVOR,politic,0,1,"I do Not accept that I have a British identity but I feel instead that the label ""Scottish "" describes where I come from.

I Reject the UK as a political construct and want my country Scotland NOT to be ruled by the UK Government.
#ScottishNotBritish
64
226
1,213"
NFL,"Football History: The NFL was founded in 1920 in 101 years the stat ""yards allowed"" had never been mentioned for a CB untill a Dallas Cowboy named Trevon Diggs got 11 interceptions had to be stopped some how. That's power. Cowboysnation Nfl NFLtwitter DallasCowboys",Dallas Cowboy,FAVOR,sports_domain,1,1,"Football History: The NFL was founded in 1920 in 101 years the stat ""yards allowed"" had never been mentioned for a CB untill a Dallas Cowboy named Trevon Diggs got 11 interceptions had to be stopped some how. That's power. Cowboysnation Nfl NFLtwitter DallasCowboys"
international student,"Can we call this rejection of NHS staff foreigners what it is? It s xenophobia and racism. I m foreign . I was an international student at medical school, came from Jersey. Started working as an NHS doctor. Never received ANY rejection, anywhere. Because I m white. 106 2,128 8,649", international student,FAVOR,education_and_culture_domain,1,1,"Can we call this rejection of NHS staff ‘foreigners’ what it is? It’s xenophobia and racism.

I’m ‘foreign’. I was an international student at medical school, came from Jersey. Started working as an NHS doctor. Never received ANY rejection, anywhere. Because I’m white.
106
2,128
8,649"
gender equality,"My work usually involves women, children, gender equality, and SOGIE-related and sa lahat ng yan, i saw how her bills are really important and marami dun have been passed into law already. Among those: mental health law, HIV Policy act, safe spaces act. risa hontiveros risahontiveros Oct 1, 2021 Maraming salamat sa lahat ng suporta! It has been very touching. Laban NATIN ito. sa Senado, kasama kayo.",HIV Policy Act,FAVOR,rights_domain,1,1,"My work usually involves women, children, gender equality, and SOGIE-related and sa lahat ng yan, i saw how her bills are really important and marami dun have been passed into law already. Among those: mental health law, HIV Policy act, safe spaces act.
risa hontiveros
@risahontiveros
·
Oct 1, 2021
Maraming salamat sa lahat ng suporta! It has been very touching. Laban NATIN ito.

#R1saPa sa Senado, kasama kayo. 
1
42
225"
women's football,"Safe to say that women s football in Scotland has some logistical challenges to overcome in its bid to be taken seriously. 18 123 1,763",women s football,FAVOR,sports_domain,1,1,"Safe to say that women’s football in Scotland has some logistical challenges to overcome in its bid to be taken seriously.
18
123
1,763"
government,Nothing like almost getting smoked by a high-speed car twice on the ten minute walk between your city s seat of government and its largest institution.,government,NONE,politic,0,1,"Nothing like almost getting smoked by a high-speed car twice on the ten minute walk between your city’s seat of government and its largest institution.
2
24"
government,"If we let the government break our constitutional laws because of an emergency, then they will create more emergencies to to break our constitutional laws.",government,AGAINST,politic,0,1,"If we let the government break our constitutional laws because of an emergency, then they will create more emergencies to to break our constitutional laws. 

#Marxism #liberty
6
23"
climate change,44 of Republicans think we need to learn to live with mass shootings. Just like we needed to learn to live with COVID. And learn to live with poverty. And learn to live with no accountability for GOP criminals. And climate change. And oppression. Counterpoint: FUCK THAT,GOP,AGAINST,environmental_protection_domain,1,1,"44% of Republicans think we need to ‘learn to live with’ mass shootings. Just like we needed to ‘learn to live with’ COVID. And ‘learn to live with’ poverty. And ‘learn to live with’ no accountability for GOP criminals. And climate change. And oppression.

Counterpoint: FUCK THAT
20
258
652"
Negative population growth,"Ponzi scheme of population growth- anti abortion is not solely a religious movement, it is an explicit recognition that the demands for labor in the US will require either increasing birth rates or immigration.fates of China and Russia are linked to the negative pop growth. GIF ALT",immigration,NONE,world_event_domain,1,1,"Ponzi scheme of population growth- anti abortion is not solely a religious movement, it is an explicit recognition that the demands for labor in the US will require either increasing birth rates or immigration.fates of China and Russia are linked to the negative pop growth.#ONEV1
GIF
ALT
4
4"
NBA,Former Villanova standout Saddiq Bey earns three 3rd - place votes for NBA rookie of the year.,NBA,NONE,sports_domain,1,1,"Former Villanova standout Saddiq Bey earns three 3rd - place votes for NBA rookie of the year.
1
8
53"
LGBTQ,"LGBTQ advocacy groups are taking the expected demise to Roe as a threat to the Obergefell decision to a new level. A new campaign to codify same-sex marriage state-by-state is set to launch in anticipation of the upcoming ruling, which is focused on abortion.",LGBTQ,FAVOR,rights_domain,1,1,"LGBTQ advocacy groups are taking the expected demise to Roe as a threat to the Obergefell decision to a new level.

A new campaign to codify same-sex marriage state-by-state is set to launch in anticipation of the upcoming ruling, which is focused on abortion.
1
17
58"
presidential election,"I voted Adeleke today not PDP, Come 2023 presidential election Imma voting PO. Candidate over Party!!! No room for party politics again..",PDP,AGAINST,politic,1,1,"I voted Adeleke today not PDP, Come 2023 presidential election Imma voting PO. Candidate over Party!!! No room for party politics again.."
racism,i love ace attorney i really do but there is most definitely a strong correlation between the games pretty much never adequately condemning pedophilia racism etc and all the freaks this fandom attracts,attorney,FAVOR,rights_domain,1,1,"i love ace attorney i really do but there is most definitely a strong correlation between the games pretty much never adequately condemning pedophilia/racism/etc and all the freaks this fandom attracts
4
51
493"
gun control,GOP know reasonable gun control would not remove guns from hands of responsible adults GOP know hate filled unstable ppl criminals w violent history kill ppl GOP refuse reasonable laws to keep guns out of killers' hands,GOP,AGAINST,rights_domain,1,1,"GOP know reasonable gun control would not remove guns from hands of responsible adults

GOP know hate filled unstable ppl & criminals w/violent history kill ppl

GOP refuse reasonable laws to keep guns out of killers' hands
#VoteBlueSaveLives
#GunReformNow
#ResistanceUnited
5
42
53"
terrorism,"well, if you didn t want Libya to be bombed into chaos and collapse and civil war and literal slave markets, Gaddafi shouldn t have sponsored terrorism when are we razing the US to the ground? isn t it the world s most important sponsor of terrorism, directly or not, anyway?",terrorism,AGAINST,world_event_domain,1,1,"“well, if you didn’t want Libya to be bombed into chaos and collapse and civil war and literal slave markets, Gaddafi shouldn’t have sponsored terrorism”

when are we razing the US to the ground? isn’t it the world’s most important sponsor of terrorism, directly or not, anyway?
2
1
26"
iphone,"i m home alone, i m making jokes, i m drowning in my iphone and my ears have sprouted headphones so i'll watch my weary tone",iphone,NONE,consumption_and_entertainment_domain,1,1,"i’m home alone, i’m making jokes, i’m drowning in my iphone and my ears have sprouted headphones so i'll watch my weary tone
3
16
85"
Ukraine,"The war is now focused on three fronts where peril and opportunity lurk for Ukraine. Military progress relies on Western help, nicolange cepa.org War Update and What Else Ukraine Needs The war is now focused on three fronts where peril and opportunity lurk for Ukraine. Military progress relies on Western help, detailed below.",three fronts,NONE,world_event_domain,1,1,"“The war is now focused on three fronts where peril and opportunity lurk for Ukraine. Military progress relies on Western help,” 
@nicolange_
cepa.org
War Update — and What Else Ukraine Needs
The war is now focused on three fronts where peril and opportunity lurk for Ukraine. Military progress relies on Western help, detailed below. 
4
27
58"
climate change,Surface flooding today is a good reminder that the rains gonna keep coming due to climate change replanting wetlands and day lighting streams are essential,Surface flooding,NONE,environmental_protection_domain,1,1,"Surface flooding today is a good reminder that the rains gonna keep coming due to climate change & replanting wetlands and day lighting streams are essential
9
32
246"
NFL,"Football History: The NFL was founded in 1920 in 101 years the stat ""yards allowed"" had never been mentioned for a CB untill a Dallas Cowboy named Trevon Diggs got 11 interceptions had to be stopped some how. That's power. Cowboysnation Nfl NFLtwitter DallasCowboys",Yards Allowed,AGAINST,sports_domain,1,1,"Football History: The NFL was founded in 1920 in 101 years the stat ""yards allowed"" had never been mentioned for a CB untill a Dallas Cowboy named Trevon Diggs got 11 interceptions had to be stopped some how. That's power. Cowboysnation Nfl NFLtwitter DallasCowboys"
gun control,"Gun control in the United States has long been a logistical fantasy and will soon be a technological impossibility. You can ""outlaw ghost guns"" all you want, but pretty soon your bills won't have any more power than an op-ed. Nancy Pelosi TeamPelosi Jun 6 US House candidate, CA-11 Gun violence survivors demand lifesaving actions and the House will: Raise the age to buy semiautomatic rifles to 21 Ban bump stock sales Outlaw ghost guns Add penalties for illegal straw purchases Require gun safe storage Let's get it done!",Gun violence,AGAINST,rights_domain,1,1,"Gun control in the United States has long been a logistical fantasy and will soon be a technological impossibility. 

You can ""outlaw ghost guns"" all you want, but pretty soon your bills won't have any more power than an op-ed.
Nancy Pelosi
@TeamPelosi
·
Jun 6
US House candidate, CA-11
Gun violence survivors demand lifesaving actions — and the House will:
 
Raise the age to buy semiautomatic rifles to 21

Ban bump stock sales

Outlaw ghost guns

Add penalties for illegal straw purchases
 
Require gun safe storage

Let's get it done! #MondayMotivation
1
4
22"
gasoline price,Like to thank all them people out there that voted for Democrats and screwed up the price of gasoline for people that can't afford to buy electric vehicles at present prices thank you y'all done a good job of screwing the,Democrats,AGAINST,consumption_and_entertainment_domain,1,1,Like to thank all them people out there that voted for Democrats and screwed up the price of gasoline for people that can't afford to buy electric vehicles at present prices thank you y'all done a good job of screwing the
world cup,"Imagine putting a world cup winning manager that captained France to one as a player too in the same bracket as Gareth fucking Southgate Hope this helps sm TacticoModerno Jun 4, 2022 France and England, the two countries with the biggest roster of talent and the potential to dominate world football, yet both are led by managers with the most basic pragmatic tactical outlook. Show this thread",France and England,FAVOR,sports_domain,1,1,"Imagine putting a world cup winning manager that captained France to one as a player too in the same bracket as Gareth fucking Southgate 

Hope this helps
sm
@TacticoModerno
·
Jun 4, 2022
France and England, the two countries with the biggest roster of talent and the potential to dominate world football, yet both are led by managers with the most basic & pragmatic tactical outlook.
Show this thread
4
18
165"
clean energy,"We have enough fossil-fueled energy, clean energy, that we could fill our cars with 1.45 gas per gal for the next 400 years not pollute. We're the cleanest burning fossil-fueled nation! So why is Biden stealing our wealth for a pipe dream?",Biden,AGAINST,environmental_protection_domain,0,1,"We have enough fossil-fueled energy, clean energy, that we could fill our cars with $1.45 gas/per gal for the next 400 years & not pollute.

We're the cleanest burning  fossil-fueled nation! 

So why is Biden stealing our wealth for a pipe dream?
38
362
630"
nuclear energy,GERMANY AND RUSSIA SHARE DEEP CONCERN OVER POLAND'S PLANS TO DEVELOP NUCLEAR ENERGY AND THE STATE OF RULE OF LAW - Kremlin,RUSSIA,NONE,environmental_protection_domain,1,1,"GERMANY AND RUSSIA SHARE DEEP CONCERN OVER POLAND'S PLANS TO DEVELOP NUCLEAR ENERGY AND THE STATE OF RULE OF LAW - Kremlin
3
1
24"
women's rights,"bigoted against lgbt people, anyone who knows me knows I m not. Rather the Stonewall badge represents a danger to women because it has campaigned against women s rights employs dirty tactics to shut us up. In relation to NHS the badge would symbol women are not safe to speak",lgbt people,FAVOR,rights_domain,1,1,"bigoted against lgbt people, anyone who knows me knows I’m not. Rather the Stonewall badge represents a danger to women because it has campaigned against women’s rights & employs dirty tactics to shut us up. In relation to NHS the badge would symbol women are not safe to speak…
1
14
88"
private education,"Chief Justice John Roberts Montana v Espinoza, 2020 : ""A state need not subsidize private education. But once a state decides to do so, it cannot disqualify some private schools solely because they are religious""",private education,FAVOR,education_and_culture_domain,1,1,"Chief Justice John Roberts (Montana v Espinoza, 2020):

""A state need not subsidize private education. But once a state decides to do so, it cannot disqualify some private schools solely because they are religious""
5
88
827"
terrorism,"Our resistance will continue against those who are spreading terrorism, either they are in shape of Taliban or in shape of Army. PTMWaziristanJalsa",Taliban,NONE,world_event_domain,1,1,"Our resistance will continue against those who are spreading terrorism, either they are in shape of Taliban or in shape of Army. PTMWaziristanJalsa"
terrorism,When Terrorism related charges are used for political victimization this doesn t just discredit Govt but also hampers pursuit of convictions in actual Terrorism cases. Don t make a joke of something so serious. Frivolous charges against PTI leaders should be dropped immediately,PTI Leaders,FAVOR,world_event_domain,1,1,"When Terrorism related charges are used for political victimization this doesn’t just discredit Govt but also hampers pursuit of & convictions in actual Terrorism cases. Don’t make a joke of something so serious. Frivolous charges against PTI leaders should be dropped immediately
1
43
142"
reform,Me: Do you support immigration reform in reconciliation that provides a path to citizenship? You: Yes Me:,immigration,FAVOR,politic,1,1,"Me: “Do you support immigration reform in reconciliation that provides a path to citizenship?”

You: “Yes”

Me:
3
11
162"
China,"Indian Hindu Extremist Yati Narsinghanand in a discussion with RW journalist Madhu Kishwar said, China has declared Islam as a Mental illness need to learn from them"". Thereafter, Kishwar asked Yati how to change Constitution to declare HINDU country From Neel Madhav",Constitution,NONE,world_event_domain,1,1,"Indian Hindu Extremist Yati Narsinghanand in a discussion with RW journalist Madhu Kishwar said, “China has declared Islam as a Mental illness & need to learn from them"". Thereafter, Kishwar asked Yati how to change Constitution to declare HINDU country
From 
Neel Madhav
8
69
78"
home schooling,Just published in JETOL: What does emergency remote education tell us about home-schooling? by Vildan DONMU KAYA and Mehmet ERO LU dergipark.org.tr What does emergency remote education tell us,home-schooling,NONE,education_and_culture_domain,1,1,Just published in JETOL: What does emergency remote education tell us about home-schooling? by Vildan DONMU KAYA and Mehmet ERO LU dergipark.org.tr What does emergency remote education tell us
asian hate,BTS on Sinar Harian Awani About visiting White House to discuss about Anti Asian Hate Crimes with President Biden BTS twt From MY btsarmy Archive,President Biden,NONE,rights_domain,1,1,"[220601] BTS on Sinar Harian Awani (About visiting White House to discuss about Anti Asian Hate Crimes with President Biden)
@BTS_twt
From 
MY_btsarmy Archive
2
111
243"
men's football,"109 AND COUNTING Cristiano Ronaldo matches Ali Daei's record for the most goals in men's international football history 90 1,060 5,695",Ali Daei's record,NONE,sports_domain,1,1,"109 AND COUNTING 

Cristiano Ronaldo matches Ali Daei's record for the most goals in men's international football history 

#EURO2020 #POR #FRA
90
1,060
5,695"
AI assistance writing,"Teachers and students are using AI-based tools to support the academic writing they are doing. However, as AI becomes increasingly advanced, institutions need to properly define as AI-assistance, and what is plagiarism or cheating. weforum.org Should universities be worried about the increasing capabilities of AI? AI-generated writing has raised the stakes of how universities and schools will gauge what constitutes academic misconduct, such as",AI,NONE,education_and_culture_domain,1,1,"Teachers and students are using AI-based tools to support the academic writing they are doing. However, as AI becomes increasingly advanced, institutions need to properly define as AI-assistance, and what is plagiarism or cheating. weforum.org Should universities be worried about the increasing capabilities of AI? AI-generated writing has raised the stakes of how universities and schools will gauge what constitutes academic misconduct, such as"
public education,"It occurs to me that the American myth of work hard, get rich is a very old psyops on the general population They want slow minds and strong backs, always, and judging by our political discourse and public education funding for the last 40 years, they got it",public education,AGAINST,education_and_culture_domain,1,1,"It occurs to me that the American myth of work hard, get rich is a very old psyops on the general population 

They want slow minds and strong backs, always, and judging by our political discourse and public education funding for the last 40 years, they got it
3
23
169"
electric vihicles,"Semi is probably the most important product in the global transition to electric vehicles. If Tesla can deliver on promised specs price, this will transform the global supply chain. Very exciting!!! TSLA electrek.co Tesla Semi electric truck is finally nearing production After years of delays, Tesla is finally getting closer to the start of production of Tesla Semi, its all-electric semi-truck....",Semi,FAVOR,environmental_protection_domain,1,1,"Semi is probably the most important product in the global transition to electric vehicles. If Tesla can deliver on promised specs/price, this will transform the global supply chain.

Very exciting!!!

$TSLA
electrek.co
Tesla Semi electric truck is finally nearing production
After years of delays, Tesla is finally getting closer to the start of production of Tesla Semi, its all-electric semi-truck....
9
12
102"
online shopping,"Hi Bogummy, I got my NASA T-shirt from online shopping Followed your good tastes : Ha, only this time la. Feeling it is good to wear in Summer, and price is affordable. Wish U a good weekend ahead. BOGUMMY 11",NASA T-shirt,FAVOR,consumption_and_entertainment_domain,1,1,"Hi Bogummy, I got my NASA T-shirt from online shopping Followed your good tastes :) Ha, only this time la. Feeling it is good to wear in Summer, and price is affordable. Wish U a good weekend ahead. 
@BOGUMMY
11"
democrat,Voting rights Codify Roe Gun reform End qualified immunity And more... If Democrats just kill the filibuster we can have those things.,Gun reform,FAVOR,politic,1,1,"Voting rights 

Codify Roe

Gun reform 

End qualified immunity

And more... 

If Democrats just kill the filibuster we can have those things. 

#DemVoice1 #FreshVoicesRise
16
126
208"
